Clave;Nombre;Total;Sabe leer y escribir;No sabe leer y escribir
7072;Pueblo Nuevo Solistahuacán;20096;14337;5717
7073;Rayón;6090;4803;1281
7074;Reforma;30017;27258;2593
7075;Las Rosas;18370;13502;4729
7076;Sabanilla;17323;13492;3717
7077;Salto de Agua;39804;29344;10248
7078;San Cristóbal de las Casas;132920;115585;16307
7079;San Fernando;23977;20521;3401
7080;Siltepec;25772;21124;4445
7081;Simojovel;25487;17818;7279
7082;Sitalá;7655;4447;3179
7083;Socoltenango;12924;9984;2816
7084;Solosuchiapa;5740;4750;860
7085;Soyaló;6983;5593;1359
7086;Suchiapa;15628;13194;2289
7087;Suchiate;25478;20874;4391
7088;Sunuapa;1634;1327;302
7089;Tapachula;242715;220138;20976
7090;Tapalapa;2910;2463;426
7091;Tapilula;8855;7367;1432
7092;Tecpatán;29386;24325;4931
7093;Tenejapa;25909;19965;5859
7094;Teopisca;25602;18291;7052
7096;Tila;48401;35543;12649
7097;Tonalá;64200;56203;7385
7098;Totolapa;4625;3331;1285
7099;La Trinitaria;54401;45172;9143
7100;Tumbalá;21465;14690;6707
7101;Tuxtla Gutiérrez;428848;404234;22123
7102;Tuxtla Chico;28385;24080;4078
7103;Tuzantán;20633;17586;2974
7104;Tzimol;10588;8065;2447
7105;Unión Juárez;10585;9061;1464
7106;Venustiano Carranza;44672;33990;10487
7107;Villa Corzo;55701;44937;10432
7108;Villaflores;74513;63313;10664
7109;Yajalón;23581;17566;5881
7110;San Lucas;4716;3383;1324
7111;Zinacantán;23630;14418;9194
7112;San Juan Cancuc;17480;11687;5767
7113;Aldama;2875;2160;700
7114;Benemérito de las Américas;11598;9200;2170
7115;Maravilla Tenejapa;7557;5779;1763
7116;Marqués de Comillas;6539;5089;1422
7117;Montecristo de Guerrero;4788;3872;904
7118;San Andrés Duraznal;2886;1997;858
7119;Santiago el Pinar;1988;1248;682
7996;No especificado;;;
7997;Otros estados;;;
7998;Otros municipios;;;
8001;Ahumada;8434;8099;290
8002;Aldama;16851;16143;610
8003;Allende;6823;6491;288
8004;Aquiles Serdán;7991;7695;257
8005;Ascensión;16124;15161;843
8006;Bachíniva;4824;4592;222
8007;Balleza;12433;9170;3195
8008;Batopilas;9774;6197;3498
8009;Bocoyna;21275;18257;2763
8010;Buenaventura;16371;15451;816
8011;Camargo;37611;36261;1113
8012;Carichí;6411;3936;2460
8013;Casas Grandes;8084;7746;302
8014;Coronado;1851;1753;88
8015;Coyame del Sotol;1334;1227;101
8016;La Cruz;3056;2943;104
8017;Cuauhtémoc;113836;110543;2470
8018;Cusihuiriachi;4249;4007;231
8019;Chihuahua;627926;615066;8163
8020;Chínipas;6131;5252;785
8021;Delicias;106729;103486;2728
8022;Dr. Belisario Domínguez;2448;2278;166
8023;Galeana;4087;3866;200
8024;Santa Isabel;3142;3020;87
8025;Gómez Farías;6450;6184;241
8026;Gran Morelos;2673;2503;159
8027;Guachochi;34751;26224;8166
8028;Guadalupe;4664;4438;198
8029;Guadalupe y Calvo;36743;29226;7258
8030;Guazapares;6378;5116;1072
8031;Guerrero;30466;28632;1688
8032;Hidalgo del Parral;83284;80977;1845
8033;Huejotitán;854;778;76
8034;Ignacio Zaragoza;5438;5236;181
8035;Janos;7864;7333;470
8036;Jiménez;31365;29956;1319
8037;Juárez;942952;913531;16769
8038;Julimes;3923;3749;147
8039;López;3209;3061;140
8040;Madera;22141;20865;1194
8041;Maguarichi;1391;1132;253
8042;Manuel Benavides;1272;1188;76
8043;Matachí;2466;2359;104
8044;Matamoros;3528;3374;144
8045;Meoqui;33311;31825;1245
8046;Morelos;5955;4729;1172
8047;Moris;3912;3467;434
8048;Namiquipa;17797;17138;587
8049;Nonoava;2162;1830;315
8050;Nuevo Casas Grandes;44913;43638;916
8051;Ocampo;5563;5084;462
8052;Ojinaga;19472;18633;633
8053;Praxedis G. Guerrero;3608;3440;156
8054;Riva Palacio;5810;5701;97
8055;Rosales;12908;12327;485
8056;Rosario;1808;1634;168
8057;San Francisco de Borja;1893;1727;161
8058;San Francisco de Conchos;2378;2283;82
8059;San Francisco del Oro;3770;3588;141
8060;Santa Bárbara;8209;7868;288
8061;Satevó;3001;2851;144
8062;Saucillo;24895;23894;873
8063;Temósachic;4831;4417;404
8064;El Tule;1501;1338;156
8065;Urique;14176;10154;3877
8066;Uruachi;6091;4889;1191
8067;Valle de Zaragoza;3983;3787;181
8996;No especificado;;;
8997;Otros estados;;;
8998;Otros municipios;;;
9002;Azcapotzalco;340634;331885;5292
9003;Coyoacán;508248;496881;7508
9004;Cuajimalpa de Morelos;144135;139704;3209
9005;Gustavo A. Madero;966131;938697;19843
9006;Iztacalco;313220;304780;5302
9007;Iztapalapa;1433593;1386997;37831
9008;La Magdalena Contreras;191299;182816;4723
9009;Milpa Alta;100031;95397;3781
9010;Álvaro Obregón;587205;567858;12099
9011;Tláhuac;280274;272082;6464
9012;Tlalpan;516653;500537;10981
9013;Xochimilco;329657;318650;8485
9014;Benito Juárez;317528;312125;1740
9015;Cuauhtémoc;435956;424841;6003
9016;Miguel Hidalgo;297842;291616;3451
9017;Venustiano Carranza;348059;340341;5217
9996;No especificado;;;
9997;Otros estados;;;
10001;Canatlán;24256;23359;788
10002;Canelas;2978;2585;380
10003;Coneto de Comonfort;3273;3115;144
10004;Cuencamé;25336;24255;962
10005;Durango;430337;419730;8708
10006;General Simón Bolívar;7984;7480;468
10007;Gómez Palacio;244654;237599;5576
10008;Guadalupe Victoria;26137;25154;807
10009;Guanaceví;7704;6881;789
10010;Hidalgo;3389;3241;129
10011;Indé;4229;4025;186
10012;Lerdo;103244;99609;2972
10013;Mapimí;18172;17072;1042
10014;Mezquital;21377;15655;5486
10015;Nazas;9440;8895;485
10016;Nombre de Dios;14039;13408;570
10017;Ocampo;7641;7203;388
10018;El Oro;9042;8635;323
10019;Otáez;3677;3379;287
10020;Pánuco de Coronado;9254;8854;372
10021;Peñón Blanco;7954;7481;382
10022;Poanas;18914;18009;810
10023;Pueblo Nuevo;34046;31785;2046
10024;Rodeo;9690;9271;361
10025;San Bernardo;2760;2580;173
10026;San Dimas;14017;13239;710
10027;San Juan de Guadalupe;4501;4154;335
10028;San Juan del Río;9028;8577;416
10029;San Luis del Cordero;1665;1561;93
10030;San Pedro del Gallo;1344;1291;53
10031;Santa Clara;5348;5106;215
10032;Santiago Papasquiaro;33308;31755;1440
10033;Súchil;5146;4705;406
10034;Tamazula;18467;16604;1799
10035;Tepehuanes;8135;7501;596
10036;Tlahualilo;16677;15835;755
10037;Topia;6204;5753;437
10038;Vicente Guerrero;16118;15460;579
10039;Nuevo Ideal;19194;17260;648
10996;No especificado;;;
10997;Otros estados;;;
10998;Otros municipios;;;
11001;Abasolo;62799;55707;6813
11002;Acámbaro;84342;75554;8486
11003;San Miguel de Allende;116728;103198;12717
11004;Apaseo el Alto;47634;42264;5031
11005;Apaseo el Grande;62650;56425;5953
11006;Atarjea;4139;3381;745
11007;Celaya;352498;332850;17899
11008;Manuel Doblado;27801;24318;3378
11009;Comonfort;56536;49858;6448
11010;Coroneo;8691;7670;999
11011;Cortazar;67507;62234;4957
11012;Cuerámaro;20560;18251;2229
11013;Doctor Mora;16642;14129;2412
11014;Dolores Hidalgo Cuna de la Independencia Nacional;105937;93791;11402
11015;Guanajuato;129495;122544;6283
11016;Huanímaro;15146;13812;1284
11017;Irapuato;397444;372638;22943
11018;Jaral del Progreso;27877;25338;2427
11019;Jerécuaro;38059;31887;6049
11020;León;1073344;1016398;51096
11021;Moroleón;38679;35854;2686
11022;Ocampo;16220;14196;1970
11023;Pénjamo;113270;100649;11990
11024;Pueblo Nuevo;8588;7531;1039
11025;Purísima del Rincón;49367;45906;3194
11026;Romita;41653;37107;4326
11027;Salamanca;201222;186430;13723
11028;Salvatierra;75636;66786;8369
11029;San Diego de la Unión;26492;22836;3568
11030;San Felipe;75985;66466;9141
11031;San Francisco del Rincón;83232;76635;6246
11032;San José Iturbide;51796;46841;4705
11033;San Luis de la Paz;81928;72088;9536
11034;Santa Catarina;3675;3043;622
11035;Santa Cruz de Juventino Rosas;58352;51610;6595
11036;Santiago Maravatío;5357;4501;811
11037;Silao;125172;114256;10075
11038;Tarandacuao;8940;8029;859
11039;Tarimoro;27714;24125;3492
11040;Tierra Blanca;12866;10914;1892
11041;Uriangato;45545;41934;3267
11042;Valle de Santiago;107381;96662;10208
11043;Victoria;14242;12328;1827
11044;Villagrán;41353;38149;3017
11045;Xichú;8206;6665;1533
11046;Yuriria;53936;47271;6311
11996;No especificado;;;
11997;Otros estados;;;
11998;Otros municipios;;;
12001;Acapulco de Juárez;605091;555812;45184
12002;Ahuacuotzingo;16841;11466;5341
12003;Ajuchitlán del Progreso;27929;22139;5580
12004;Alcozauca de Guerrero;12082;6654;5353
12005;Alpoyeca;4771;3841;834
12006;Apaxtla;8967;7373;1511
12007;Arcelia;24367;20463;3710
12008;Atenango del Río;6197;4914;1252
12009;Atlamajalcingo del Monte;3812;2714;1069
12010;Atlixtac;16928;10688;6182
12011;Atoyac de Álvarez;45879;40178;5316
12012;Ayutla de los Libres;42201;32683;9147
12013;Azoyú;10787;8468;2269
12014;Benito Juárez;11863;10398;1361
12015;Buenavista de Cuéllar;9728;8614;1082
12016;Coahuayutla de José María Izazaga;9403;7356;2022
12017;Cocula;11228;9391;1770
12018;Copala;10057;8176;1798
12019;Copalillo;9993;6722;3226
12020;Copanatoyac;12032;7540;4419
12021;Coyuca de Benítez;55054;46527;8084
12022;Coyuca de Catalán;29860;23480;5927
12023;Cuajinicuilapa;18639;14560;3939
12024;Cualác;4950;3841;906
12025;Cuautepec;10777;8595;2139
12026;Cuetzala del Progreso;6905;5363;1497
12027;Cutzamala de Pinzón;16532;12371;4105
12028;Chilapa de Álvarez;83090;58314;23913
12029;Chilpancingo de los Bravo;181007;165797;13319
12030;Florencio Villarreal;14594;12019;2466
12031;General Canuto A. Neri;4716;3845;839
12032;General Heliodoro Castillo;24052;20122;3774
12033;Huamuxtitlán;10723;8499;1977
12034;Huitzuco de los Figueroa;28480;23766;4472
12035;Iguala de la Independencia;107007;98720;7625
12036;Igualapa;7616;6089;1490
12037;Ixcateopan de Cuauhtémoc;5063;4374;677
12038;Zihuatanejo de Azueta;89734;82369;6411
12039;Juan R. Escudero;18361;15572;2707
12040;Leonardo Bravo;17574;14376;3066
12041;Malinaltepec;18870;14811;3923
12042;Mártir de Cuilapan;12337;8289;3994
12043;Metlatónoc;11343;6062;5243
12044;Mochitlán;8625;7177;1405
12045;Olinalá;17268;12639;4519
12046;Ometepec;43012;33778;8728
12047;Pedro Ascencio Alquisiras;5066;3979;1082
12048;Petatlán;33120;28666;4133
12049;Pilcaya;8637;7800;817
12050;Pungarabato;27615;24390;3053
12051;Quechultenango;24189;17829;6267
12052;San Luis Acatlán;28539;21371;6528
12053;San Marcos;35664;28793;6535
12054;San Miguel Totolapan;19317;15812;3429
12055;Taxco de Alarcón;79244;70356;8544
12056;Tecoanapa;31516;25907;5374
12057;Técpan de Galeana;47515;40175;6969
12058;Teloloapan;40227;33893;6121
12059;Tepecoacuilco de Trujano;23574;18884;4464
12060;Tetipac;9595;8293;1275
12061;Tixtla de Guerrero;29873;24781;4719
12062;Tlacoachistlahuaca;13718;7505;6003
12063;Tlacoapa;6449;4931;1483
12064;Tlalchapa;9033;7177;1794
12065;Tlalixtaquilla de Maldonado;5027;3720;1269
12066;Tlapa de Comonfort;56152;43631;11849
12067;Tlapehuala;16481;13221;3156
12068;La Unión de Isidoro Montes de Oca;19310;16157;2883
12069;Xalpatláhuac;8377;5179;3109
12070;Xochihuehuetlán;5238;3760;1337
12071;Xochistlahuaca;19256;11000;8150
12072;Zapotitlán Tablas;6759;4691;2027
12073;Zirándaro;12947;10038;2868
12074;Zitlala;15413;10453;4927
12075;Eduardo Neri;34126;27978;5612
12076;Acatepec;20238;14552;5448
12077;Marquelia;9393;7826;1505
12078;Cochoapa el Grande;11048;4283;6736
12079;José Joaquín de Herrera;9952;5836;4083
12080;Juchitán;5248;3966;1242
12081;Iliatenco;6972;5779;1131
12996;No especificado;;;
12997;Otros estados;;;
12998;Otros municipios;;;
13001;Acatlán;14672;12338;2061
13002;Acaxochitlán;28064;21853;6080
13003;Actopan;41717;39314;2211
13004;Agua Blanca de Iturbide;6579;5509;1049
13005;Ajacuba;13183;12059;1039
13006;Alfajayucan;14693;12835;1818
13007;Almoloya;8552;7712;815
13008;Apan;32431;30087;2102
13009;El Arenal;12907;11973;824
13010;Atitalaquia;20874;20023;760
13011;Atlapexco;14679;10958;3566
13012;Atotonilco el Grande;20561;18253;2208
13013;Atotonilco de Tula;23471;22362;978
13014;Calnali;12806;9946;2791
13015;Cardonal;14172;12055;2032
13016;Cuautepec de Hinojosa;40301;35771;4414
13017;Chapantongo;9577;8551;1002
13018;Chapulhuacán;16557;13396;3113
13019;Chilcuautla;13195;11778;1346
13020;Eloxochitlán;2247;1908;337
13021;Emiliano Zapata;10202;9686;480
13022;Epazoyucan;10551;9836;663
13023;Francisco I. Madero;26226;24149;1716
13024;Huasca de Ocampo;12707;11531;1113
13025;Huautla;17551;13715;3719
13026;Huazalingo;9196;7101;2058
13027;Huehuetla;17239;11944;5171
13028;Huejutla de Reyes;90443;71755;17663
13029;Huichapan;33973;31315;2531
13030;Ixmiquilpan;65093;58759;5915
13031;Jacala de Ledezma;10021;8452;1546
13032;Jaltocán;8255;5912;2272
13033;Juárez Hidalgo;2456;2064;375
13034;Lolotla;7380;5965;1370
13035;Metepec;8299;7354;892
13036;San Agustín Metzquititlán;7303;6718;573
13037;Metztitlán;16906;14357;2415
13038;Mineral del Chico;5917;5157;723
13039;Mineral del Monte;10804;10305;422
13040;La Misión;7876;6081;1769
13041;Mixquiahuala de Juárez;32833;30605;1998
13042;Molango de Escamilla;8512;7361;1065
13043;Nicolás Flores;5031;4301;687
13044;Nopala de Villagrán;12297;11144;1083
13045;Omitlán de Juárez;6708;6102;591
13046;San Felipe Orizatlán;28610;21373;6816
13047;Pacula;3895;3133;760
13048;Pachuca de Soto;210661;203816;5700
13049;Pisaflores;12695;10172;2484
13050;Progreso de Obregón;17362;16315;885
13051;Mineral de la Reforma;96385;94185;1705
13052;San Agustín Tlaxiaca;24148;22496;1573
13053;San Bartolo Tutotepec;13036;8950;4011
13054;San Salvador;25123;23203;1735
13055;Santiago de Anaya;12258;11132;1047
13056;Santiago Tulantepec de Lugo Guerrero;24721;23073;1565
13057;Singuilucan;11086;9803;1240
13058;Tasquillo;12883;11316;1366
13059;Tecozautla;26119;22612;3389
13060;Tenango de Doria;12621;9900;2676
13061;Tepeapulco;40155;38080;1775
13062;Tepehuacán de Guerrero;20659;14975;5546
13063;Tepeji del Río de Ocampo;61363;58063;3012
13064;Tepetitlán;7857;7393;432
13065;Tetepango;8122;7468;626
13066;Villa de Tezontepec;8767;8236;482
13067;Tezontepec de Aldama;35955;33352;2468
13068;Tianguistengo;10482;7744;2635
13069;Tizayuca;69349;67395;1648
13070;Tlahuelilpan;12979;12319;618
13071;Tlahuiltepa;7400;5957;1323
13072;Tlanalapa;7976;7541;401
13073;Tlanchinol;26051;20926;4944
13074;Tlaxcoapan;20470;19348;1041
13075;Tolcayuca;10186;9605;545
13076;Tula de Allende;81217;77756;2845
13077;Tulancingo de Bravo;114214;105836;7668
13078;Xochiatipan;13419;9600;3773
13079;Xochicoatlán;5710;4744;911
13080;Yahualica;16764;11395;5252
13081;Zacualtipán de Ángeles;24257;21746;2233
13082;Zapotlán de Juárez;13784;12971;689
13083;Zempoala;29289;27531;1596
13084;Zimapán;28965;26262;2546
13996;No especificado;;;
13997;Otros estados;;;
13998;Otros municipios;;;
14001;Acatic;15555;13950;1562
14002;Acatlán de Juárez;17830;17112;598
14003;Ahualulco de Mercado;16613;15545;740
14004;Amacueca;4275;4003;254
14005;Amatitán;10748;10142;550
14006;Ameca;44144;41564;2145
14007;San Juanito de Escobedo;6675;6222;311
14008;Arandas;53982;48894;4775
14009;EL Arenal;12780;12060;669
14010;Atemajac de Brizuela;4729;4216;496
14011;Atengo;4128;3759;362
14012;Atenguillo;3317;3052;257
14013;Atotonilco el Alto;43447;39794;3410
14014;Atoyac;6461;5817;607
14015;Autlán de Navarro;44265;42124;1992
14016;Ayotlán;28198;25077;2963
14017;Ayutla;9744;9027;676
14018;La Barca;48805;44908;3698
14019;Bolaños;4574;3736;815
14020;Cabo Corrientes;7475;7011;400
14021;Casimiro Castillo;16479;15153;1221
14022;Cihuatlán;28973;26882;1942
14023;Zapotlán el Grande;77659;74330;3094
14024;Cocula;20265;18794;1354
14025;Colotlán;13916;13123;706
14026;Concepción de Buenos Aires;4622;4182;438
14027;Cuautitlán de García Barragán;12654;10573;1949
14028;Cuautla;1720;1578;136
14029;Cuquío;13477;12061;1380
14030;Chapala;37112;35416;1447
14031;Chimaltitán;2685;2324;351
14032;Chiquilistlán;4272;3858;402
14033;Degollado;15891;14401;1451
14034;Ejutla;1711;1577;128
14035;Encarnación de Díaz;38625;35456;2964
14036;Etzatlán;14106;13476;522
14037;El Grullo;18331;17389;880
14038;Guachinango;3396;3057;334
14039;Guadalajara;1185962;1155140;23825
14040;Hostotipaquillo;7779;7175;588
14041;Huejúcar;4827;4498;322
14042;Huejuquilla el Alto;6563;5885;660
14043;La Huerta;17650;16080;1511
14044;Ixtlahuacán de los Membrillos;29542;28477;954
14045;Ixtlahuacán del Río;14472;13141;1277
14046;Jalostotitlán;23340;21782;1476
14047;Jamay;17098;15834;1198
14048;Jesús María;13954;12175;1745
14049;Jilotlán de los Dolores;7172;6083;1073
14050;Jocotepec;30800;28817;1862
14051;Juanacatlán;9930;9467;422
14052;Juchitlán;4243;3979;250
14053;Lagos de Moreno;114257;106154;7528
14054;El Limón;4505;4224;267
14055;Magdalena;15777;14866;814
14056;Santa María del Oro;1953;1601;348
14057;La Manzanilla de la Paz;2995;2793;195
14058;Mascota;11089;10559;504
14059;Mazamitla;9972;9170;767
14060;Mexticacán;4739;4302;426
14061;Mezquitic;11782;8677;2925
14062;Mixtlán;2793;2591;197
14063;Ocotlán;70468;66829;3346
14064;Ojuelos de Jalisco;21329;19478;1732
14065;Pihuamo;9589;8258;1321
14066;Poncitlán;34399;31674;2578
14067;Puerto Vallarta;190562;184273;4778
14068;Villa Purificación;8924;8029;875
14069;Quitupan;6834;5636;1173
14070;El Salto;98773;94147;3983
14071;San Cristóbal de la Barranca;2462;2217;230
14072;San Diego de Alejandría;4912;4443;441
14073;San Juan de los Lagos;48109;45027;2928
14074;San Julián;11935;11155;746
14075;San Marcos;2868;2713;146
14076;San Martín de Bolaños;2582;2343;229
14077;San Martín Hidalgo;20602;19436;1015
14078;San Miguel el Alto;23438;21244;1973
14079;Gómez Farías;10576;9451;1060
14080;San Sebastián del Oeste;4517;4077;430
14081;Santa María de los Ángeles;2921;2682;234
14082;Sayula;26440;25287;1032
14083;Tala;51215;48298;2662
14084;Talpa de Allende;10990;10221;742
14085;Tamazula de Gordiano;29948;27049;2708
14086;Tapalpa;13037;11872;1052
14087;Tecalitlán;12953;11650;1271
14088;Tecolotlán;12789;11959;779
14089;Techaluta de Montenegro;2700;2533;156
14090;Tenamaxtlán;5489;5108;335
14091;Teocaltiche;29837;27439;2244
14092;Teocuitatlán de Corona;8532;7819;669
14093;Tepatitlán de Morelos;102021;95306;6200
14094;Tequila;29561;28045;1337
14095;Teuchitlán;7061;6638;412
14096;Tizapán el Alto;15701;14078;1515
14097;Tlajomulco de Zúñiga;281594;273500;6845
14098;Tlaquepaque;449479;431633;14522
14099;Tolimán;7205;6314;872
14100;Tomatlán;25835;23613;2060
14101;Tonalá;348076;335057;11099
14102;Tonaya;4719;4313;394
14103;Tonila;5636;5176;437
14104;Totatiche;3612;3245;314
14105;Tototlán;16254;14850;1340
14106;Tuxcacuesco;3303;2897;400
14107;Tuxcueca;4711;4425;246
14108;Tuxpan;26316;24666;1491
14109;Unión de San Antonio;12743;11251;1390
14110;Unión de Tula;10800;10264;500
14111;Valle de Guadalupe;5103;4776;315
14112;Valle de Juárez;4551;4120;421
14113;San Gabriel;11808;10724;1030
14114;Villa Corona;13065;12113;873
14115;Villa Guerrero;4269;3751;499
14116;Villa Hidalgo;13700;13028;638
14117;Cañadas de Obregón;3296;2945;345
14118;Yahualica de González Gallo;17541;16082;1341
14119;Zacoalco de Torres;21304;19979;1220
14120;Zapopan;952387;925900;20734
14121;Zapotiltic;22663;21272;1261
14122;Zapotitlán de Vadillo;4971;4435;513
14123;Zapotlán del Rey;13222;12030;1125
14124;Zapotlanejo;47121;43568;3303
14125;San Ignacio Cerro Gordo;12811;11628;1138
14996;No especificado;;;
14997;Otros estados;;;
14998;Otros municipios;;;
15001;Acambay de Ruíz Castañeda;44092;38510;5316
15002;Acolman;99089;95573;2678
15003;Aculco;32663;29176;3354
15004;Almoloya de Alquisiras;10742;9573;1124
15005;Almoloya de Juárez;107279;97562;8976
15006;Almoloya del Río;8213;7794;368
15007;Amanalco;16554;14290;2171
15008;Amatepec;19788;16267;3436
15009;Amecameca;36683;35260;1240
15010;Apaxco;20990;19874;992
15011;Atenco;41360;39901;1335
15012;Atizapán;7451;7044;381
15013;Atizapán de Zaragoza;386267;374091;10058
15014;Atlacomulco;68229;62347;5554
15015;Atlautla;20749;19361;1321
15016;Axapusco;19123;17767;1229
15017;Ayapango;6628;6407;209
15018;Calimaya;34775;32891;1707
15019;Capulhuac;25494;24586;779
15020;Coacalco de Berriozábal;220677;217114;2019
15021;Coatepec Harinas;25463;22577;2820
15022;Cocotitlán;9282;9018;228
15023;Coyotepec;28074;26542;1330
15024;Cuautitlán;105088;102974;1405
15025;Chalco;230854;219643;9006
15026;Chapa de Mota;19914;17732;2092
15027;Chapultepec;7046;6874;139
15028;Chiautla;19818;19148;501
