Clave del municipio;Municipio;pobalimentaria2000
18017;Tepic;13.4
18018;Tuxpan;24.5
18019;La Yesca;70.2
18020;Bahía de Banderas;12.2
19001;Abasolo;6
19002;Agualeguas;6.2
19003;Los Aldamas;15.3
19004;Allende;5.6
19005;Anáhuac;11.6
19006;Apodaca;4.2
19007;Aramberri;37.8
19008;Bustamante;8.5
19009;Cadereyta Jiménez;5.1
19010;Carmen;2.6
19011;Cerralvo;5.5
19012;Ciénega de Flores;2.8
19013;China;6.7
19014;Dr. Arroyo;39.9
19015;Dr. Coss;14.7
19016;Dr. González;7.1
19017;Galeana;32.1
19018;García;18.4
19019;San Pedro Garza García;6.2
19020;Gral. Bravo;4.8
19021;Gral. Escobedo;7.1
19022;Gral. Terán;6.3
19023;Gral. Treviño;8.1
19024;Gral. Zaragoza;52.4
19025;Gral. Zuazua;4.1
19026;Guadalupe;3.5
19027;Los Herreras;9.2
19028;Higueras;6.4
19029;Hualahuises;9.5
19030;Iturbide;38.4
19031;Juárez;5.9
19032;Lampazos de Naranjo;14.8
19033;Linares;13
19034;Marín;1.9
19035;Melchor Ocampo;7.1
19036;Mier y Noriega;51.6
19037;Mina;11
19038;Montemorelos;5.5
19039;Monterrey;4.9
19040;Parás;6.1
19041;Pesquería;4.5
19042;Los Ramones;14
19043;Rayones;36.9
19044;Sabinas Hidalgo;4.9
19045;Salinas Victoria;3.3
19046;San Nicolás de los Garza;3.3
19047;Hidalgo;1.6
19048;Santa Catarina;6.2
19049;Santiago;6.2
19050;Vallecillo;11.6
19051;Villaldama;7.2
20001;Abejones;71.1
20002;Acatlán de Pérez Figueroa;40.6
20003;Asunción Cacalotepec;73.8
20004;Asunción Cuyotepeji;56.4
20005;Asunción Ixtaltepec;40.7
20006;Asunción Nochixtlán;44.6
20007;Asunción Ocotlán;76
20008;Asunción Tlacolulita;53.6
20009;Ayotzintepec;83.9
20010;El Barrio de la Soledad;13.9
20011;Calihualá;44.7
20012;Candelaria Loxicha;80.5
20013;Ciénega de Zimatlán;42.4
20014;Ciudad Ixtepec;36.3
20015;Coatecas Altas;64
20016;Coicoyán de las Flores;75.2
20017;La Compañía;73.4
20018;Concepción Buenavista;65.6
20019;Concepción Pápalo;78.3
20020;Constancia del Rosario;73.9
20021;Cosolapa;31
20022;Cosoltepec;31.6
20023;Cuilápam de Guerrero;38.9
20024;Cuyamecalco Villa de Zaragoza;83
20025;Chahuites;35.1
20026;Chalcatongo de Hidalgo;58.8
20027;Chiquihuitlán de Benito Juárez;73.4
20028;Heroica Ciudad de Ejutla de Crespo;58.9
20029;Eloxochitlán de Flores Magón;85.9
20030;El Espinal;11.8
20031;Tamazulápam del Espíritu Santo;73.4
20032;Fresnillo de Trujano;45
20033;Guadalupe Etla;23.6
20034;Guadalupe de Ramírez;55.1
20035;Guelatao de Juárez;29.7
20036;Guevea de Humboldt;68
20037;Mesones Hidalgo;33.4
20038;Villa Hidalgo;54.8
20039;Heroica Ciudad de Huajuapan de León;34.1
20040;Huautepec;78.5
20041;Huautla de Jiménez;68.7
20042;Ixtlán de Juárez;56.3
20043;Juchitán de Zaragoza;40.8
20044;Loma Bonita;45.1
20045;Magdalena Apasco;29.6
20046;Magdalena Jaltepec;56.2
20047;Santa Magdalena Jicotlán;59.6
20048;Magdalena Mixtepec;85.3
20049;Magdalena Ocotlán;71.4
20050;Magdalena Peñasco;74.4
20051;Magdalena Teitipac;83.3
20052;Magdalena Tequisistlán;43.3
20053;Magdalena Tlacotepec;29.1
20054;Magdalena Zahuatlán;58.1
20055;Mariscala de Juárez;52.9
20056;Mártires de Tacubaya;62.5
20057;Matías Romero Avendaño;47.2
20058;Mazatlán Villa de Flores;77.4
20059;Miahuatlán de Porfirio Díaz;55.3
20060;Mixistlán de la Reforma;85
20061;Monjas;69.4
20062;Natividad;47
20063;Nazareno Etla;13.5
20064;Nejapa de Madero;66.9
20065;Ixpantepec Nieves;49.8
20066;Santiago Niltepec;46.2
20067;Oaxaca de Juárez;16
20068;Ocotlán de Morelos;44.1
20069;La Pe;88.1
20070;Pinotepa de Don Luis;60.6
20071;Pluma Hidalgo;75.7
20072;San José del Progreso;76.6
20073;Putla Villa de Guerrero;58.3
20074;Santa Catarina Quioquitani;65.7
20075;Reforma de Pineda;32.8
20076;La Reforma;47.3
20077;Reyes Etla;48.5
20078;Rojas de Cuauhtémoc;28.6
20079;Salina Cruz;26.4
20080;San Agustín Amatengo;55.7
20081;San Agustín Atenango;48.3
20082;San Agustín Chayuco;67.4
20083;San Agustín de las Juntas;26.4
20084;San Agustín Etla;10.2
20085;San Agustín Loxicha;87.1
20086;San Agustín Tlacotepec;48.9
20087;San Agustín Yatareni;42.5
20088;San Andrés Cabecera Nueva;84.7
20089;San Andrés Dinicuiti;57.9
20090;San Andrés Huaxpaltepec;59.8
20091;San Andrés Huayápam;14.7
20092;San Andrés Ixtlahuaca;53.7
20093;San Andrés Lagunas;62
20094;San Andrés Nuxiño;89.8
20095;San Andrés Paxtlán;80.3
20096;San Andrés Sinaxtla;34.2
20097;San Andrés Solaga;61.8
20098;San Andrés Teotilálpam;86.8
20099;San Andrés Tepetlapa;82.3
20100;San Andrés Yaá;52.5
20101;San Andrés Zabache;64.3
20102;San Andrés Zautla;33.1
20103;San Antonino Castillo Velasco;39.4
20104;San Antonino el Alto;67.8
20105;San Antonino Monte Verde;91.3
20106;San Antonio Acutla;57.7
20107;San Antonio de la Cal;26.3
20108;San Antonio Huitepec;63.8
20109;San Antonio Nanahuatípam;36.2
20110;San Antonio Sinicahua;65.1
20111;San Antonio Tepetlapa;47.8
20112;San Baltazar Chichicápam;63.1
20113;San Baltazar Loxicha;84.9
20114;San Baltazar Yatzachi el Bajo;56
20115;San Bartolo Coyotepec;27.2
20116;San Bartolomé Ayautla;84.8
20117;San Bartolomé Loxicha;86.4
20118;San Bartolomé Quialana;75.7
20119;San Bartolomé Yucuañe;60.4
20120;San Bartolomé Zoogocho;45.8
20121;San Bartolo Soyaltepec;52.5
20122;San Bartolo Yautepec;67
20123;San Bernardo Mixtepec;59.8
20124;San Blas Atempa;52.2
20125;San Carlos Yautepec;69.7
20126;San Cristóbal Amatlán;71
20127;San Cristóbal Amoltepec;76
20128;San Cristóbal Lachirioag;62.3
20129;San Cristóbal Suchixtlahuaca;35.9
20130;San Dionisio del Mar;53.4
20131;San Dionisio Ocotepec;77.5
20132;San Dionisio Ocotlán;42.8
20133;San Esteban Atatlahuca;67.8
20134;San Felipe Jalapa de Díaz;81.8
20135;San Felipe Tejalápam;69.1
20136;San Felipe Usila;93.2
20137;San Francisco Cahuacuá;77.9
20138;San Francisco Cajonos;53.2
20139;San Francisco Chapulapa;74
20140;San Francisco Chindúa;62.3
20141;San Francisco del Mar;46.9
20142;San Francisco Huehuetlán;74.7
20143;San Francisco Ixhuatán;50.3
20144;San Francisco Jaltepetongo;55.2
20145;San Francisco Lachigoló;44.9
20146;San Francisco Logueche;76.4
20147;San Francisco Nuxaño;65.4
20148;San Francisco Ozolotepec;67.6
20149;San Francisco Sola;70
20150;San Francisco Telixtlahuaca;42.5
20151;San Francisco Teopan;76.6
20152;San Francisco Tlapancingo;59.1
20153;San Gabriel Mixtepec;62.5
20154;San Ildefonso Amatlán;64.8
20155;San Ildefonso Sola;82.7
20156;San Ildefonso Villa Alta;62.2
20157;San Jacinto Amilpas;11.6
20158;San Jacinto Tlacotepec;94
20159;San Jerónimo Coatlán;88.4
20160;San Jerónimo Silacayoapilla;39.7
20161;San Jerónimo Sosola;70.1
20162;San Jerónimo Taviche;66.2
20163;San Jerónimo Tecóatl;67.8
20164;San Jorge Nuchita;51.3
20165;San José Ayuquila;44.2
20166;San José Chiltepec;58.9
20167;San José del Peñasco;59.9
20168;San José Estancia Grande;64.7
20169;San José Independencia;83.7
20170;San José Lachiguiri;80.7
20171;San José Tenango;66.1
20172;San Juan Achiutla;53.7
20173;San Juan Atepec;62.3
20174;Ánimas Trujano;17.7
20175;San Juan Bautista Atatlahuca;81.9
20176;San Juan Bautista Coixtlahuaca;61.9
20177;San Juan Bautista Cuicatlán;50.5
20178;San Juan Bautista Guelache;41.6
20179;San Juan Bautista Jayacatlán;75.3
20180;San Juan Bautista Lo de Soto;55.7
20181;San Juan Bautista Suchitepec;62.1
20182;San Juan Bautista Tlacoatzintepec;71.4
20183;San Juan Bautista Tlachichilco;89.4
20184;San Juan Bautista Tuxtepec;33
20185;San Juan Cacahuatepec;57.1
20186;San Juan Cieneguilla;64.6
20187;San Juan Coatzóspam;84.9
20188;San Juan Colorado;74.1
20189;San Juan Comaltepec;88.4
20190;San Juan Cotzocón;74.1
20191;San Juan Chicomezúchil;56.7
20192;San Juan Chilateca;28.5
20193;San Juan del Estado;55.5
20194;San Juan del Río;60.3
20195;San Juan Diuxi;60
20196;San Juan Evangelista Analco;58.3
20197;San Juan Guelavía;56.8
20198;San Juan Guichicovi;65.8
20199;San Juan Ihualtepec;77.1
20200;San Juan Juquila Mixes;77.4
20201;San Juan Juquila Vijanos;84.8
20202;San Juan Lachao;75.9
20203;San Juan Lachigalla;82.8
20204;San Juan Lajarcia;62.4
20205;San Juan Lalana;81.2
20206;San Juan de los Cués;64.3
20207;San Juan Mazatlán;78.2
20208;San Juan Mixtepec - Dto. 08 -;66.3
20209;San Juan Mixtepec - Dto. 26 -;62.9
20210;San Juan Ñumí;76.3
20211;San Juan Ozolotepec;78.5
20212;San Juan Petlapa;95
20213;San Juan Quiahije;80.5
20214;San Juan Quiotepec;81.5
20215;San Juan Sayultepec;48.4
20216;San Juan Tabaá;85.3
20217;San Juan Tamazola;89.6
20218;San Juan Teita;86.8
20219;San Juan Teitipac;66.1
20220;San Juan Tepeuxila;81.5
20221;San Juan Teposcolula;60
20222;San Juan Yaeé;65.2
20223;San Juan Yatzona;76.6
20224;San Juan Yucuita;47.3
20225;San Lorenzo;83.9
20226;San Lorenzo Albarradas;66
20227;San Lorenzo Cacaotepec;27.3
20228;San Lorenzo Cuaunecuiltitla;85.5
20229;San Lorenzo Texmelúcan;96.8
20230;San Lorenzo Victoria;54.6
20231;San Lucas Camotlán;96.6
20232;San Lucas Ojitlán;82.5
20233;San Lucas Quiaviní;69.5
20234;San Lucas Zoquiápam;73.3
20235;San Luis Amatlán;58.5
20236;San Marcial Ozolotepec;61.8
20237;San Marcos Arteaga;40.9
20238;San Martín de los Cansecos;87.8
20239;San Martín Huamelúlpam;54
20240;San Martín Itunyoso;73
20241;San Martín Lachilá;66.2
20242;San Martín Peras;72.9
20243;San Martín Tilcajete;56.2
20244;San Martín Toxpalan;58.8
20245;San Martín Zacatepec;50.6
20246;San Mateo Cajonos;63.6
20247;Capulálpam de Méndez;33.8
20248;San Mateo del Mar;58
20249;San Mateo Yoloxochitlán;75.3
20250;San Mateo Etlatongo;60.3
20251;San Mateo Nejápam;89
20252;San Mateo Peñasco;61.3
20253;San Mateo Piñas;57.2
20254;San Mateo Río Hondo;74
20255;San Mateo Sindihui;85.6
20256;San Mateo Tlapiltepec;66.8
20257;San Melchor Betaza;76.5
20258;San Miguel Achiutla;58.1
20259;San Miguel Ahuehuetitlán;88
20260;San Miguel Aloápam;68.4
20261;San Miguel Amatitlán;45.1
20262;San Miguel Amatlán;77.9
20263;San Miguel Coatlán;86.8
20264;San Miguel Chicahua;62.9
20265;San Miguel Chimalapa;75.3
20266;San Miguel del Puerto;75.3
20267;San Miguel del Río;63.1
20268;San Miguel Ejutla;62.3
20269;San Miguel el Grande;54
20270;San Miguel Huautla;84.7
20271;San Miguel Mixtepec;86.3
20272;San Miguel Panixtlahuaca;82.8
20273;San Miguel Peras;88.1
20274;San Miguel Piedras;80.6
20275;San Miguel Quetzaltepec;81.8
20276;San Miguel Santa Flor;81.5
20277;Villa Sola de Vega;88.4
20278;San Miguel Soyaltepec;64
20279;San Miguel Suchixtepec;79.7
20280;Villa Talea de Castro;59.9
20281;San Miguel Tecomatlán;51.7
20282;San Miguel Tenango;80.6
20283;San Miguel Tequixtepec;78.3
20284;San Miguel Tilquiápam;77
20285;San Miguel Tlacamama;73.4
20286;San Miguel Tlacotepec;71.8
20287;San Miguel Tulancingo;54
20288;San Miguel Yotao;81.1
20289;San Nicolás;71.1
20290;San Nicolás Hidalgo;61.7
20291;San Pablo Coatlán;85.2
20292;San Pablo Cuatro Venados;88.5
20293;San Pablo Etla;17.8
20294;San Pablo Huitzo;29.9
20295;San Pablo Huixtepec;39.9
20296;San Pablo Macuiltianguis;58.6
20297;San Pablo Tijaltepec;81.7
20298;San Pablo Villa de Mitla;50.3
20299;San Pablo Yaganiza;64.6
20300;San Pedro Amuzgos;72.7
20301;San Pedro Apóstol;55.7
20302;San Pedro Atoyac;79.7
20303;San Pedro Cajonos;57.3
20304;San Pedro Coxcaltepec Cántaros;71
20305;San Pedro Comitancillo;18
20306;San Pedro el Alto;54.4
20307;San Pedro Huamelula;52.3
20308;San Pedro Huilotepec;36.6
20309;San Pedro Ixcatlán;81
20310;San Pedro Ixtlahuaca;53.6
20311;San Pedro Jaltepetongo;76.6
20312;San Pedro Jicayán;82.9
20313;San Pedro Jocotipac;70.5
20314;San Pedro Juchatengo;69.8
20315;San Pedro Mártir;84.2
20316;San Pedro Mártir Quiechapa;81
20317;San Pedro Mártir Yucuxaco;63.1
20318;San Pedro Mixtepec - Dto. 22 -;43.6
20319;San Pedro Mixtepec - Dto. 26 -;68.3
20320;San Pedro Molinos;56.1
20321;San Pedro Nopala;74.7
20322;San Pedro Ocopetatillo;90.1
20323;San Pedro Ocotepec;85.5
20324;San Pedro Pochutla;52.8
20325;San Pedro Quiatoni;83
20326;San Pedro Sochiápam;69.5
20327;San Pedro Tapanatepec;34.7
20328;San Pedro Taviche;76.6
20329;San Pedro Teozacoalco;85.8
20330;San Pedro Teutila;86.6
20331;San Pedro Tidaá;65
20332;San Pedro Topiltepec;60.9
20333;San Pedro Totolapa;47.1
20334;Villa de Tututepec de Melchor Ocampo;59.4
20335;San Pedro Yaneri;77.8
20336;San Pedro Yólox;78.3
20337;San Pedro y San Pablo Ayutla;73.5
20338;Villa de Etla;20.9
20339;San Pedro y San Pablo Teposcolula;42.5
20340;San Pedro y San Pablo Tequixtepec;48
20341;San Pedro Yucunama;56.1
20342;San Raymundo Jalpan;43.1
20343;San Sebastián Abasolo;65.1
20344;San Sebastián Coatlán;84.1
20345;San Sebastián Ixcapa;67.7
20346;San Sebastián Nicananduta;61.6
20347;San Sebastián Río Hondo;83.3
20348;San Sebastián Tecomaxtlahuaca;35.2
20349;San Sebastián Teitipac;56
20350;San Sebastián Tutla;5.6
20351;San Simón Almolongas;72.2
20352;San Simón Zahuatlán;28.2
20353;Santa Ana;70.5
20354;Santa Ana Ateixtlahuaca;79.2
20355;Santa Ana Cuauhtémoc;78.2
20356;Santa Ana del Valle;58.7
20357;Santa Ana Tavela;75.8
20358;Santa Ana Tlapacoyan;57.8
20359;Santa Ana Yareni;47.7
20360;Santa Ana Zegache;80.3
20361;Santa Catalina Quierí;73.3
20362;Santa Catarina Cuixtla;64.3
20363;Santa Catarina Ixtepeji;58.4
20364;Santa Catarina Juquila;66.4
20365;Santa Catarina Lachatao;76.4
20366;Santa Catarina Loxicha;88.6
20367;Santa Catarina Mechoacán;81.6
20368;Santa Catarina Minas;62.4
20369;Santa Catarina Quiané;57.1
20370;Santa Catarina Tayata;51.9
20371;Santa Catarina Ticuá;58.5
20372;Santa Catarina Yosonotú;61.9
20373;Santa Catarina Zapoquila;70.5
20374;Santa Cruz Acatepec;64.4
20375;Santa Cruz Amilpas;10.6
20376;Santa Cruz de Bravo;57.6
20377;Santa Cruz Itundujia;90.5
20378;Santa Cruz Mixtepec;62.8
20379;Santa Cruz Nundaco;63.9
20380;Santa Cruz Papalutla;69.7
20381;Santa Cruz Tacache de Mina;49.2
20382;Santa Cruz Tacahua;81.8
20383;Santa Cruz Tayata;71.6
20384;Santa Cruz Xitla;71.6
20385;Santa Cruz Xoxocotlán;25.7
20386;Santa Cruz Zenzontepec;93
20387;Santa Gertrudis;48.8
20388;Santa Inés del Monte;87
20389;Santa Inés Yatzeche;68.1
20390;Santa Lucía del Camino;13.5
20391;Santa Lucía Miahuatlán;86
20392;Santa Lucía Monteverde;78.9
20393;Santa Lucía Ocotlán;80.5
20394;Santa María Alotepec;79
20395;Santa María Apazco;76.9
20396;Santa María la Asunción;81.5
20397;Heroica Ciudad de Tlaxiaco;36.1
20398;Ayoquezco de Aldama;58
20399;Santa María Atzompa;33.1
20400;Santa María Camotlán;55.5
20401;Santa María Colotepec;54.7
20402;Santa María Cortijo;61.2
20403;Santa María Coyotepec;38.6
20404;Santa María Chachoápam;49.5
20405;Villa de Chilapa de Díaz;51
20406;Santa María Chilchotla;89.7
20407;Santa María Chimalapa;85.3
20408;Santa María del Rosario;65.3
20409;Santa María del Tule;7.1
20410;Santa María Ecatepec;70.6
20411;Santa María Guelacé;58.9
20412;Santa María Guienagati;74.8
20413;Santa María Huatulco;33
20414;Santa María Huazolotitlán;59.1
20415;Santa María Ipalapa;62.8
20416;Santa María Ixcatlán;51.5
20417;Santa María Jacatepec;77.3
20418;Santa María Jalapa del Marqués;38.9
20419;Santa María Jaltianguis;58.7
20420;Santa María Lachixío;74.2
20421;Santa María Mixtequilla;33.4
20422;Santa María Nativitas;58.6
20423;Santa María Nduayaco;61.7
20424;Santa María Ozolotepec;71.4
20425;Santa María Pápalo;91.2
20426;Santa María Peñoles;87.7
20427;Santa María Petapa;43.7
20428;Santa María Quiegolani;77.9
20429;Santa María Sola;86.4
20430;Santa María Tataltepec;61.2
20431;Santa María Tecomavaca;53.1
20432;Santa María Temaxcalapa;70.9
20433;Santa María Temaxcaltepec;90.8
20434;Santa María Teopoxco;84.9
20435;Santa María Tepantlali;85.6
20436;Santa María Texcatitlán;59.8
20437;Santa María Tlahuitoltepec;80.5
20438;Santa María Tlalixtac;78.6
20439;Santa María Tonameca;72
20440;Santa María Totolapilla;42.9
20441;Santa María Xadani;55.3
20442;Santa María Yalina;66.6
20443;Santa María Yavesía;71.6
20444;Santa María Yolotepec;85.6
20445;Santa María Yosoyúa;58.8
20446;Santa María Yucuhiti;75.1
20447;Santa María Zacatepec;52
20448;Santa María Zaniza;96.5
20449;Santa María Zoquitlán;68.4
20450;Santiago Amoltepec;94.6
20451;Santiago Apoala;75
20452;Santiago Apóstol;69.7
20453;Santiago Astata;45.7
20454;Santiago Atitlán;91.9
20455;Santiago Ayuquililla;36.6
20456;Santiago Cacaloxtepec;47.7
20457;Santiago Camotlán;93.8
20458;Santiago Comaltepec;73.5
20459;Santiago Chazumba;40.2
20460;Santiago Choápam;84.4
20461;Santiago del Río;47.3
20462;Santiago Huajolotitlán;40.9
20463;Santiago Huauclilla;64.8
20464;Santiago Ihuitlán Plumas;58.6
20465;Santiago Ixcuintepec;81.9
20466;Santiago Ixtayutla;68.2
20467;Santiago Jamiltepec;52.6
20468;Santiago Jocotepec;88.6
20469;Santiago Juxtlahuaca;43.9
20470;Santiago Lachiguiri;74.4
20471;Santiago Lalopa;71
20472;Santiago Laollaga;36
20473;Santiago Laxopa;84.6
20474;Santiago Llano Grande;60.7
20475;Santiago Matatlán;68.4
20476;Santiago Miltepec;53.1
20477;Santiago Minas;83.6
20478;Santiago Nacaltepec;63
20479;Santiago Nejapilla;65.5
20480;Santiago Nundiche;76.3
20481;Santiago Nuyoó;74.9
20482;Santiago Pinotepa Nacional;53.6
20483;Santiago Suchilquitongo;45
20484;Santiago Tamazola;74.9
20485;Santiago Tapextla;80.4
20486;Villa Tejúpam de la Unión;55.1
20487;Santiago Tenango;59.3
20488;Santiago Tepetlapa;56.6
20489;Santiago Tetepec;86.4
20490;Santiago Texcalcingo;82.3
20491;Santiago Textitlán;86.9
20492;Santiago Tilantongo;52.5
20493;Santiago Tillo;44.2
20494;Santiago Tlazoyaltepec;91
20495;Santiago Xanica;77.8
20496;Santiago Xiacuí;53.9
20497;Santiago Yaitepec;64
20498;Santiago Yaveo;78.5
20499;Santiago Yolomécatl;36.7
20500;Santiago Yosondúa;79.4
20501;Santiago Yucuyachi;66.6
20502;Santiago Zacatepec;83.7
20503;Santiago Zoochila;70
20504;Nuevo Zoquiápam;68
20505;Santo Domingo Ingenio;24.3
20506;Santo Domingo Albarradas;69.1
20507;Santo Domingo Armenta;71
20508;Santo Domingo Chihuitán;32.9
20509;Santo Domingo de Morelos;87.9
20510;Santo Domingo Ixcatlán;77.7
20511;Santo Domingo Nuxaá;94.7
20512;Santo Domingo Ozolotepec;85.7
20513;Santo Domingo Petapa;54
20514;Santo Domingo Roayaga;81.5
20515;Santo Domingo Tehuantepec;46.1
20516;Santo Domingo Teojomulco;88.3
20517;Santo Domingo Tepuxtepec;80.9
20518;Santo Domingo Tlatayápam;45.5
20519;Santo Domingo Tomaltepec;43
20520;Santo Domingo Tonalá;45.1
20521;Santo Domingo Tonaltepec;55.2
20522;Santo Domingo Xagacía;75.7
20523;Santo Domingo Yanhuitlán;44.5
20524;Santo Domingo Yodohino;59.7
20525;Santo Domingo Zanatepec;34.1
20526;Santos Reyes Nopala;73.8
20527;Santos Reyes Pápalo;86.9
20528;Santos Reyes Tepejillo;27.1
20529;Santos Reyes Yucuná;61.8
20530;Santo Tomás Jalieza;64.2
20531;Santo Tomás Mazaltepec;64.7
20532;Santo Tomás Ocotepec;84.7
20533;Santo Tomás Tamazulapan;56.6
20534;San Vicente Coatlán;78.9
20535;San Vicente Lachixío;77.8
20536;San Vicente Nuñú;57.9
20537;Silacayoápam;70.5
20538;Sitio de Xitlapehua;78.6
20539;Soledad Etla;26.6
20540;Villa de Tamazulápam del Progreso;33.8
20541;Tanetze de Zaragoza;63.3
20542;Taniche;76.4
20543;Tataltepec de Valdés;66.6
20544;Teococuilco de Marcos Pérez;61.5
20545;Teotitlán de Flores Magón;31.2
20546;Teotitlán del Valle;55.3
20547;Teotongo;51.4
20548;Tepelmeme Villa de Morelos;60.8
20549;Tezoatlán de Segura y Luna;53.7
20550;San Jerónimo Tlacochahuaya;44.7
20551;Tlacolula de Matamoros;33
20552;Tlacotepec Plumas;57.4
20553;Tlalixtac de Cabrera;42.9
20554;Totontepec Villa de Morelos;81.3
20555;Trinidad Zaachila;70.5
20556;La Trinidad Vista Hermosa;73
20557;Unión Hidalgo;28.6
20558;Valerio Trujano;60.2
20559;San Juan Bautista Valle Nacional;74.2
20560;Villa Díaz Ordaz;82.7
20561;Yaxe;77
20562;Magdalena Yodocono de Porfirio Díaz;61.8
20563;Yogana;62.2
20564;Yutanduchi de Guerrero;71.1
20565;Villa de Zaachila;42.4
20566;Zapotitlán del Río;49.8
20567;Zapotitlán Lagunas;66.2
20568;Zapotitlán Palmas;31.2
20569;Santa Inés de Zaragoza;83.8
20570;Zimatlán de Álvarez;49.2
21001;Acajete;52.6
21002;Acateno;54.9
21003;Acatlán;42.2
21004;Acatzingo;55.5
21005;Acteopan;61.7
21006;Ahuacatlán;87.8
21007;Ahuatlán;84
21008;Ahuazotepec;39.8
21009;Ahuehuetitla;43.8
21010;Ajalpan;73.1
21011;Albino Zertuche;51.7
21012;Aljojuca;55.8
21013;Altepexi;49.4
21014;Amixtlán;80.8
21015;Amozoc;31.9
21016;Aquixtla;63.9
21017;Atempan;67.5
21018;Atexcal;62.1
21019;Atlixco;35.5
21020;Atoyatempan;48.1
21021;Atzala;30.7
21022;Atzitzihuacán;71.3
21023;Atzitzintla;85.2
21024;Axutla;45.5
21025;Ayotoxco de Guerrero;64.2
21026;Calpan;57.5
21027;Caltepec;68.4
21028;Camocuautla;84
21029;Caxhuacan;64.8
21030;Coatepec;74.9
21031;Coatzingo;56
21032;Cohetzala;65.6
21033;Cohuecan;75.9
21034;Coronango;30.5
21035;Coxcatlán;42.2
21036;Coyomeapan;87.3
21037;Coyotepec;36
21038;Cuapiaxtla de Madero;45.2
21039;Cuautempan;73.3
21040;Cuautinchán;54.4
21041;Cuautlancingo;20.1
21042;Cuayuca de Andrade;53.1
21043;Cuetzalan del Progreso;74.3
21044;Cuyoaco;48.6
21045;Chalchicomula de Sesma;59.1
21046;Chapulco;41.4
21047;Chiautla;37.7
21048;Chiautzingo;45.4
21049;Chiconcuautla;86.2
21050;Chichiquila;93.3
21051;Chietla;24.8
21052;Chigmecatitlán;51.4
21053;Chignahuapan;46
21054;Chignautla;52.7
21055;Chila;43
21056;Chila de la Sal;47.3
21057;Honey;63
21058;Chilchotla;62.1
21059;Chinantla;43.9
21060;Domingo Arenas;56.7
21061;Eloxochitlán;91.8
21062;Epatlán;47.5
21063;Esperanza;40.4
21064;Francisco Z. Mena;68.1
21065;General Felipe Ángeles;57.6
21066;Guadalupe;53.9
21067;Guadalupe Victoria;51.7
21068;Hermenegildo Galeana;83.9
21069;Huaquechula;57.5
21070;Huatlatlauca;60.8
21071;Huauchinango;45
21072;Huehuetla;88
21073;Huehuetlán el Chico;41.2
21074;Huejotzingo;42.4
21075;Hueyapan;74.5
21076;Hueytamalco;59.1
21077;Hueytlalpan;84.2
21078;Huitzilan de Serdán;84.5
21079;Huitziltepec;45.2
21080;Atlequizayán;85.8
21081;Ixcamilpa de Guerrero;73.6
21082;Ixcaquixtla;33.8
21083;Ixtacamaxtitlán;68
21084;Ixtepec;80.5
21085;Izúcar de Matamoros;32.1
21086;Jalpan;71.7
21087;Jolalpan;62.6
21088;Jonotla;67.9
21089;Jopala;73.8
21090;Juan C. Bonilla;31.4
21091;Juan Galindo;18.4
21092;Juan N. Méndez;65.3
21093;Lafragua;60.1
21094;Libres;47.7
21095;La Magdalena Tlatlauquitepec;53.4
21096;Mazapiltepec de Juárez;53.2
21097;Mixtla;40.4
21098;Molcaxac;60.7
21099;Cañada Morelos;56.6
21100;Naupan;83.3
21101;Nauzontla;45.4
21102;Nealtican;44.5
21103;Nicolás Bravo;59
21104;Nopalucan;47.5
21105;Ocotepec;52.6
21106;Ocoyucan;54.6
21107;Olintla;88.1
21108;Oriental;35.6
21109;Pahuatlán;68.5
21110;Palmar de Bravo;60.8
21111;Pantepec;73.7
21112;Petlalcingo;56.1
21113;Piaxtla;45.7
21114;Puebla;13.5
21115;Quecholac;58.9
21116;Quimixtlán;87.8
21117;Rafael Lara Grajales;22.9
21118;Los Reyes de Juárez;54.1
21119;San Andrés Cholula;28.9
21120;San Antonio Cañada;72.6
21121;San Diego la Mesa Tochimiltzingo;71.5
21122;San Felipe Teotlalcingo;44
21123;San Felipe Tepatlán;86.8
21124;San Gabriel Chilac;50.1
21125;San Gregorio Atzompa;19
21126;San Jerónimo Tecuanipan;57.9
21127;San Jerónimo Xayacatlán;53.2
21128;San José Chiapa;44.8
21129;San José Miahuatlán;55.4
21130;San Juan Atenco;49.7
21131;San Juan Atzompa;35
21132;San Martín Texmelucan;24.1
21133;San Martín Totoltepec;51
21134;San Matías Tlalancaleca;33.1
21135;San Miguel Ixitlán;54
21136;San Miguel Xoxtla;6.4
21137;San Nicolás Buenos Aires;58.9
21138;San Nicolás de los Ranchos;72.4
21139;San Pablo Anicano;51.5
21140;San Pedro Cholula;28.6
21141;San Pedro Yeloixtlahuaca;45.3
21142;San Salvador el Seco;49.5
21143;San Salvador el Verde;53.7
21144;San Salvador Huixcolotla;33.2
21145;San Sebastián Tlacotepec;88.9
21146;Santa Catarina Tlaltempan;57
21147;Santa Inés Ahuatempan;59.9
21148;Santa Isabel Cholula;62.1
21149;Santiago Miahuatlán;33.3
21150;Huehuetlán el Grande;63.6
21151;Santo Tomás Hueyotlipan;36.2
21152;Soltepec;58.3
21153;Tecali de Herrera;38.8
21154;Tecamachalco;46
21155;Tecomatlán;48.9
21156;Tehuacán;33.2
21157;Tehuitzingo;48.9
21158;Tenampulco;65.3
21159;Teopantlán;62.5
21160;Teotlalco;42.2
